"id","signup_date","loyalty","location","gender","age","favorite_movie_line","number_of_purchases","value_of_purchases","total_standard_points","total_points_redeemed","first_order_date","last_order_date","time_between_purchases","average_order_value","time_to_first_purchase"
7120,"2012-09-16","enrolled",NA,"D",NA,NA,8,32684,3230,0,"2012-12-29","2013-12-04",55.5,4085.5,104
7121,"2012-09-16","control","LA",NA,"oldish","Cinderella story.  Outta nowhere.  A former greenskeeper, now, about to  become the Masters champion.  It looks like a mirac...It's in the hole!  It's in the hole!  It's in the hole!",3,9297,0,0,"2012-12-09","2013-10-01",126.666666666667,3099,84
7122,"2012-09-16","control",NA,NA,"oldish","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
7123,"2012-09-16","control","NY",NA,NA,NA,3,3759,0,0,"2012-09-16","2013-07-05",97.3333333333333,1253,0
7124,"2012-09-16","control",NA,"D",NA,NA,1,2738,0,0,"2013-12-09","2013-12-09",449,2738,449
7125,"2012-09-16","enrolled","NY","C",NA,"Listen to me, mister. You're my knight in shining armor.  Don't you forget it.  You're going to get back on that horse, and I'm going to be right behind you, holding on tight, and away we're gonna go, go, go!",3,6029,590,0,"2012-11-29","2013-10-27",135.333333333333,2009.66666666667,74
7126,"2012-09-16","enrolled",NA,"A","youthful","Who's on first.",30,54373,5280,0,"2012-11-02","2013-12-29",15.6333333333333,1812.43333333333,47
7127,"2012-09-16","control",NA,NA,NA,"One morning I shot an elephant in my pajamas. How he got in my pajamas, I don't know.",6,14092,0,0,"2012-10-05","2013-12-13",75.5,2348.66666666667,19
7128,"2012-09-16","control",NA,"A",NA,NA,11,17223,0,0,"2012-11-29","2013-12-06",40.5454545454545,1565.72727272727,74
7129,"2012-09-16","enrolled",NA,"D",NA,NA,3,5263,510,0,"2012-10-11","2013-11-25",145,1754.33333333333,25
7130,"2012-09-16","enrolled","NY",NA,"young",NA,6,8411,810,0,"2012-11-01","2013-10-23",67,1401.83333333333,46
7131,"2012-09-16","enrolled","LA",NA,"youthful","No wire hangers, ever!",3,8257,810,0,"2012-12-24","2013-05-03",76.3333333333333,2752.33333333333,99
7132,"2012-09-16","control",NA,"A","wise","Play it, Sam.  Play 'As Time Goes By.'",3,609,0,0,"2013-06-27","2013-12-08",149.333333333333,203,284
7133,"2012-09-16","enrolled",NA,NA,"youthful","Hello, gorgeous.",4,20670,2040,0,"2012-11-16","2013-11-18",107,5167.5,61
7134,"2012-09-16","enrolled","NY","A",NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
7135,"2012-09-16","enrolled","LA",NA,NA,"Oh, Jerry, don't let's ask for the moon. We have the stars.",3,17015,1690,0,"2013-01-31","2013-09-17",122,5671.66666666667,137
7136,"2012-09-16","control",NA,"A","young",NA,2,2316,0,0,"2012-09-21","2013-04-27",111.5,1158,5
7137,"2012-09-16","enrolled","SF","D",NA,"Say ""hello"" to my little friend!",5,20892,2050,0,"2012-11-03","2013-07-15",60.4,4178.4,48
7138,"2012-09-16","enrolled",NA,NA,NA,"It's alive!  It's alive!",2,6574,650,0,"2013-05-16","2013-09-20",184.5,3287,242
7139,"2012-09-16","control",NA,NA,NA,"There's no place like home. ",1,622,0,0,"2013-12-23","2013-12-23",463,622,463
7140,"2012-09-16","enrolled","LA","C","wise",NA,0,0,0,0,NA,NA,NA,NA,NA
7141,"2012-09-16","control","SF","D","wise",NA,0,0,0,0,NA,NA,NA,NA,NA
7142,"2012-09-16","control",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
7143,"2012-09-16","enrolled",NA,NA,NA,"My mother thanks you. My father thanks you. My sister thanks you. And I thank you.",6,49116,4880,0,"2012-10-17","2013-08-22",56.6666666666667,8186,31
7144,"2012-09-16","control","LA",NA,NA,NA,6,14722,0,0,"2012-10-08","2013-11-04",69,2453.66666666667,22
7145,"2012-09-16","control","SF",NA,NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
7146,"2012-09-17","control",NA,"D","youthful",NA,7,17128,0,0,"2012-09-19","2013-09-25",53.2857142857143,2446.85714285714,2
7147,"2012-09-17","enrolled",NA,NA,"youthful",NA,5,18239,1790,0,"2013-05-20","2013-12-17",91.2,3647.8,245
7148,"2012-09-17","control","LA",NA,"youthful","What we've got here is failure to communicate.",10,100091,0,0,"2012-10-05","2013-12-09",44.8,10009.1,18
7149,"2012-09-17","control","NY",NA,NA,NA,4,11959,0,0,"2012-09-24","2013-10-27",101.25,2989.75,7
7150,"2012-09-17","enrolled","NY","A",NA,"If you build it, he will come.",2,869,80,0,"2012-11-10","2013-04-30",112.5,434.5,54
7151,"2012-09-17","control",NA,"C","youthful","Play it, Sam.  Play 'As Time Goes By.'",1,3327,0,0,"2013-07-17","2013-07-17",303,3327,303
7152,"2012-09-17","enrolled",NA,"D","oldish",NA,45,245363,24130,20000,"2012-10-30","2013-12-24",10.2888888888889,5452.51111111111,43
7153,"2012-09-17","control","NY",NA,"oldish","What a dump.",1,3561,0,0,"2013-12-27","2013-12-27",466,3561,466
7154,"2012-09-17","enrolled",NA,NA,"wise",NA,4,5425,510,0,"2013-01-13","2013-12-09",112,1356.25,118
7155,"2012-09-17","enrolled",NA,"B","youthful","Keep your friends close, but your enemies closer.",9,24873,2440,0,"2013-03-11","2013-12-06",49.4444444444444,2763.66666666667,175
7156,"2012-09-17","enrolled","NY","A",NA,NA,4,2403,220,0,"2012-10-30","2013-12-10",112.25,600.75,43
7157,"2012-09-17","enrolled","LA","A","young",NA,24,27385,2620,0,"2012-10-23","2013-12-29",19.5,1141.04166666667,36
7158,"2012-09-17","enrolled",NA,NA,"oldish",NA,1,566,50,0,"2013-12-07","2013-12-07",446,566,446
7159,"2012-09-17","enrolled",NA,NA,NA,NA,23,52547,5120,0,"2012-10-26","2013-12-30",20.3913043478261,2284.65217391304,39
7160,"2012-09-17","enrolled","LA","C",NA,NA,80,385649,37800,35000,"2012-09-17","2013-12-15",5.675,4820.6125,0
7161,"2012-09-17","control",NA,"A","oldish",NA,13,12266,0,0,"2012-10-06","2013-12-08",34.3846153846154,943.538461538462,19
7162,"2012-09-17","control","LA",NA,NA,"Houston, we have a problem.",1,3849,0,0,"2012-12-21","2012-12-21",95,3849,95
7163,"2012-09-17","control","LA",NA,NA,NA,20,32934,0,0,"2012-10-24","2013-09-25",18.65,1646.7,37
7164,"2012-09-17","enrolled",NA,NA,NA,NA,3,2843,270,0,"2012-11-02","2013-07-31",105.666666666667,947.666666666667,46
7165,"2012-09-17","control","NY","D",NA,NA,1,3387,0,0,"2013-01-21","2013-01-21",126,3387,126
7166,"2012-09-17","enrolled",NA,"B",NA,"Listen to me, mister. You're my knight in shining armor.  Don't you forget it.  You're going to get back on that horse, and I'm going to be right behind you, holding on tight, and away we're gonna go, go, go!",31,113477,11120,5000,"2012-10-09","2013-12-29",15.0967741935484,3660.54838709677,22
7167,"2012-09-17","enrolled",NA,"A","oldish",NA,1,1496,140,0,"2012-12-02","2012-12-02",76,1496,76
7168,"2012-09-17","enrolled",NA,"D",NA,"We'll always have Paris.",1,6342,630,0,"2013-10-18","2013-10-18",396,6342,396
7169,"2012-09-17","enrolled","NY","D","youthful",NA,3,18728,1860,0,"2012-10-10","2013-12-18",152.333333333333,6242.66666666667,23
7170,"2012-09-17","control",NA,"A","youthful","Love means never having to say you're sorry.",52,85106,0,0,"2012-09-28","2013-12-21",8.84615384615385,1636.65384615385,11
7171,"2012-09-17","control","NY",NA,"young","What we've got here is failure to communicate.",1,10,0,0,"2012-09-27","2012-09-27",10,10,10
7172,"2012-09-17","control",NA,"B",NA,"It's alive!  It's alive!",3,4616,0,0,"2013-03-10","2013-11-01",136.666666666667,1538.66666666667,174
7173,"2012-09-17","enrolled","SF",NA,NA,NA,2,3468,340,0,"2013-03-26","2013-11-05",207,1734,190
7174,"2012-09-17","control",NA,NA,"wise","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
7175,"2012-09-17","control",NA,NA,"young",NA,3,1741,0,0,"2013-03-13","2013-10-02",126.666666666667,580.333333333333,177
7176,"2012-09-18","control","SF",NA,NA,"Nobody puts Baby in a corner.",11,16627,0,0,"2012-10-08","2013-12-21",41.7272727272727,1511.54545454545,20
7177,"2012-09-18","enrolled","NY",NA,"young",NA,9,9555,910,0,"2012-12-29","2013-11-11",46.5555555555556,1061.66666666667,102
7178,"2012-09-18","enrolled","LA","D","youthful",NA,10,55716,5520,0,"2012-10-02","2013-12-02",44,5571.6,14
7179,"2012-09-18","control",NA,NA,"youthful","La-dee-da, la-dee-da.",63,154658,0,0,"2012-09-20","2013-12-30",7.42857142857143,2454.88888888889,2
7180,"2012-09-18","enrolled",NA,NA,"wise",NA,3,2203,210,0,"2013-12-06","2013-12-27",155,734.333333333333,444
7181,"2012-09-18","control",NA,NA,NA,"Striker: Surely you can't be serious. ",2,2289,0,0,"2013-05-03","2013-07-25",155,1144.5,227
7182,"2012-09-18","enrolled",NA,"B",NA,NA,9,11168,1080,0,"2012-12-05","2013-11-19",47.4444444444444,1240.88888888889,78
7183,"2012-09-18","control","NY","C",NA,NA,4,12769,0,0,"2012-10-07","2013-06-09",66,3192.25,19
7184,"2012-09-18","control",NA,"B","youthful",NA,4,14476,0,0,"2013-03-26","2013-12-18",114,3619,189
7185,"2012-09-18","enrolled",NA,"B","oldish","You can't handle the truth!",3,8876,870,0,"2012-10-20","2013-12-07",148.333333333333,2958.66666666667,32
7186,"2012-09-18","control",NA,NA,NA,"Play it, Sam.  Play 'As Time Goes By.'",29,106663,0,0,"2012-10-07","2013-12-29",16.1034482758621,3678.03448275862,19
7187,"2012-09-18","enrolled","SF",NA,NA,"You can't handle the truth!",1,2028,200,0,"2012-12-22","2012-12-22",95,2028,95
7188,"2012-09-18","control","NY",NA,"oldish",NA,5,12552,0,0,"2013-04-14","2013-09-15",72.4,2510.4,208
7189,"2012-09-18","control","NY",NA,"wise","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
7190,"2012-09-18","control","LA","B","youthful","Frankly, my dear, I don't give a damn.",4,14750,0,0,"2013-02-13","2013-06-08",65.75,3687.5,148
7191,"2012-09-18","control","SF",NA,NA,NA,5,20054,0,0,"2013-03-21","2013-12-18",91.2,4010.8,184
7192,"2012-09-18","enrolled","LA","A","youthful","Elementary, my dear Watson.",8,20333,1990,0,"2012-10-07","2013-11-15",52.875,2541.625,19
7193,"2012-09-18","enrolled",NA,NA,"wise","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
7194,"2012-09-18","control",NA,"A","wise",NA,1,688,0,0,"2012-12-14","2012-12-14",87,688,87
7195,"2012-09-18","enrolled",NA,NA,"wise",NA,0,0,0,0,NA,NA,NA,NA,NA
7196,"2012-09-18","enrolled",NA,NA,"youthful","Say ""hello"" to my little friend!",4,19390,1920,0,"2012-11-20","2013-12-14",113,4847.5,63
7197,"2012-09-18","control","SF",NA,"young",NA,4,1054,0,0,"2013-01-23","2013-09-14",90.25,263.5,127
7198,"2012-09-18","control","NY","B",NA,"I'm walking here!  I'm walking here!",2,5563,0,0,"2012-12-01","2013-05-06",115,2781.5,74
7199,"2012-09-18","control",NA,"C","oldish","Cinderella story.  Outta nowhere.  A former greenskeeper, now, about to  become the Masters champion.  It looks like a mirac...It's in the hole!  It's in the hole!  It's in the hole!",3,13597,0,0,"2012-10-08","2013-11-01",136.333333333333,4532.33333333333,20
7200,"2012-09-18","control","NY",NA,"wise",NA,6,12005,0,0,"2012-11-30","2013-10-07",64,2000.83333333333,73
7201,"2012-09-18","enrolled","SF",NA,NA,NA,3,3933,370,0,"2013-07-18","2013-12-18",152,1311,303
7202,"2012-09-18","enrolled",NA,NA,NA,"I see dead people.",3,8181,800,0,"2013-01-10","2013-07-03",96,2727,114
7203,"2012-09-19","enrolled",NA,"C","young","Mother of mercy, is this the end of Rico?",6,19962,1970,0,"2012-10-06","2013-11-03",68.3333333333333,3327,17
7204,"2012-09-19","enrolled",NA,"D","wise","Here's looking at you, kid.",2,2252,210,0,"2012-11-18","2013-10-05",190.5,1126,60
7205,"2012-09-19","control","LA","D","oldish",NA,6,20256,0,0,"2012-12-26","2013-11-12",69.8333333333333,3376,98
7206,"2012-09-19","control",NA,NA,NA,NA,16,22336,0,0,"2012-10-05","2013-11-15",26.375,1396,16
7207,"2012-09-19","control",NA,"B",NA,"I'll be back.",2,1968,0,0,"2013-07-20","2013-12-22",229.5,984,304
7208,"2012-09-19","enrolled",NA,NA,"youthful",NA,10,51869,5130,0,"2012-10-28","2013-12-24",46.1,5186.9,39
7209,"2012-09-19","enrolled",NA,"C","youthful",NA,8,37464,3690,0,"2012-09-21","2013-11-23",53.75,4683,2
7210,"2012-09-19","enrolled","LA",NA,NA,NA,3,3609,350,0,"2013-04-10","2013-12-24",153.666666666667,1203,203
7211,"2012-09-19","enrolled","LA","A","youthful","Tell 'em to go out there with all they got and win just one for the Gipper.",1,4288,420,0,"2013-11-14","2013-11-14",421,4288,421
7212,"2012-09-19","control","LA",NA,"oldish","You've got to ask yourself one question: 'Do I feel lucky?' Well, do ya, punk?",2,8575,0,0,"2013-04-10","2013-11-28",217.5,4287.5,203
7213,"2012-09-19","enrolled","SF","D","wise","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
7214,"2012-09-19","enrolled",NA,NA,"wise",NA,3,6888,670,0,"2012-10-02","2013-11-05",137.333333333333,2296,13
7215,"2012-09-19","control",NA,"C",NA,"Tell 'em to go out there with all they got and win just one for the Gipper.",2,4094,0,0,"2013-09-03","2013-12-20",228.5,2047,349
7216,"2012-09-19","control",NA,"D",NA,"Yo, Adrian!",1,2379,0,0,"2013-10-12","2013-10-12",388,2379,388
7217,"2012-09-19","enrolled",NA,NA,NA,NA,3,6643,650,0,"2012-10-23","2013-10-08",128,2214.33333333333,34
7218,"2012-09-19","control","LA","C","youthful","Fasten your seatbelts. It's going to be a bumpy night.",2,13754,0,0,"2012-10-15","2013-06-23",138.5,6877,26
7219,"2012-09-19","control",NA,"B",NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
7220,"2012-09-19","enrolled",NA,NA,NA,NA,4,8867,870,0,"2012-11-17","2013-12-01",109.5,2216.75,59
7221,"2012-09-19","control",NA,"D","oldish",NA,8,10862,0,0,"2012-10-11","2013-11-20",53.375,1357.75,22
7222,"2012-09-19","enrolled","SF","C",NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
7223,"2012-09-19","control",NA,NA,NA,NA,2,3533,0,0,"2013-01-17","2013-04-18",105.5,1766.5,120
7224,"2012-09-19","enrolled",NA,NA,NA,"Frankly, my dear, I don't give a damn.",30,19230,1810,0,"2012-10-01","2013-12-16",15.1,641,12
7225,"2012-09-20","control","NY","B","wise","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
7226,"2012-09-20","enrolled",NA,"B",NA,NA,9,17829,1740,0,"2012-09-26","2013-12-19",50.5555555555556,1981,6
7227,"2012-09-20","enrolled",NA,NA,NA,"Mother of mercy, is this the end of Rico?",26,49572,4820,0,"2012-10-02","2013-12-24",17.6923076923077,1906.61538461538,12
7228,"2012-09-20","control",NA,NA,NA,NA,2,1732,0,0,"2012-12-14","2013-02-09",71,866,85
7229,"2012-09-20","control",NA,NA,"youthful",NA,8,11174,0,0,"2012-11-01","2013-12-24",57.5,1396.75,42
7230,"2012-09-20","control",NA,NA,"youthful","Oh, Jerry, don't let's ask for the moon. We have the stars.",61,143345,0,0,"2012-09-30","2013-12-28",7.60655737704918,2349.91803278689,10
7231,"2012-09-20","enrolled","NY",NA,NA,NA,4,15552,1530,0,"2012-09-23","2013-09-02",86.75,3888,3
7232,"2012-09-20","control","NY","D",NA,"We rob banks.",5,27228,0,0,"2012-12-06","2013-12-12",89.6,5445.6,77
7233,"2012-09-20","enrolled","LA","B",NA,"Tell 'em to go out there with all they got and win just one for the Gipper.",4,22922,2280,0,"2012-10-20","2013-07-07",72.5,5730.5,30
7234,"2012-09-20","enrolled","SF","C",NA,"What we've got here is failure to communicate.",7,15330,1510,0,"2013-03-29","2013-12-29",66.4285714285714,2190,190
7235,"2012-09-20","control","SF","A",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
7236,"2012-09-20","control","NY",NA,"youthful","Of all the gin joints in all the towns in all the world, she walks into mine.",7,21038,0,0,"2012-11-21","2013-10-31",58,3005.42857142857,62
7237,"2012-09-20","enrolled","LA","A",NA,"We rob banks.",5,7848,760,0,"2013-02-07","2013-10-25",80,1569.6,140
7238,"2012-09-20","enrolled",NA,"B",NA,NA,4,6438,630,0,"2013-05-13","2013-08-17",82.75,1609.5,235
7239,"2012-09-20","enrolled","NY","C",NA,NA,17,21195,2030,0,"2012-09-24","2013-12-14",26.4705882352941,1246.76470588235,4
7240,"2012-09-20","enrolled",NA,"A","oldish","Why don't you come up sometime and see me?",9,17725,1720,0,"2012-10-11","2013-11-03",45.4444444444444,1969.44444444444,21
7241,"2012-09-20","enrolled",NA,NA,NA,NA,17,117407,11600,5000,"2012-09-21","2013-12-27",27.2352941176471,6906.29411764706,1
7242,"2012-09-20","enrolled",NA,"D","youthful","My precious.",16,130174,12900,5000,"2012-10-08","2013-10-31",25.375,8135.875,18
7243,"2012-09-20","enrolled","NY",NA,"wise","Elementary, my dear Watson.",1,1864,180,0,"2012-11-14","2012-11-14",55,1864,55
7244,"2012-09-20","enrolled","NY","C","wise",NA,5,9373,910,0,"2012-09-26","2013-10-20",79,1874.6,6
7245,"2012-09-20","enrolled",NA,"A","young","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
7246,"2012-09-20","enrolled",NA,"C",NA,NA,2,2627,250,0,"2013-04-07","2013-07-03",143,1313.5,199
7247,"2012-09-20","enrolled","LA","A",NA,NA,1,1033,100,0,"2013-07-30","2013-07-30",313,1033,313
7248,"2012-09-20","enrolled",NA,"D","youthful","Life is a banquet, and most poor suckers are starving to death!",4,33423,3320,0,"2013-03-07","2013-10-12",96.75,8355.75,168
7249,"2012-09-20","control",NA,NA,NA,"You talking to me?",1,2209,0,0,"2013-10-18","2013-10-18",393,2209,393
7250,"2012-09-20","control","LA","B",NA,NA,19,63595,0,0,"2012-10-22","2013-12-29",24.4736842105263,3347.10526315789,32
7251,"2012-09-20","control","SF","D",NA,NA,3,6507,0,0,"2012-10-15","2013-09-14",119.666666666667,2169,25
7252,"2012-09-21","control",NA,"C","young","I'm as mad as hell, and I'm not going to take this anymore!",3,3306,0,0,"2013-07-15","2013-09-07",117,1102,297
7253,"2012-09-21","enrolled",NA,NA,NA,NA,7,16969,1670,0,"2012-10-25","2013-12-18",64.7142857142857,2424.14285714286,34
7254,"2012-09-21","enrolled",NA,"B","youthful","Cinderella story.  Outta nowhere.  A former greenskeeper, now, about to  become the Masters champion.  It looks like a mirac...It's in the hole!  It's in the hole!  It's in the hole!",11,39981,3940,0,"2012-11-06","2013-11-05",37.2727272727273,3634.63636363636,46
7255,"2012-09-21","control",NA,NA,NA,"Sawyer, you're going out a youngster, but you've got to come back a star!",7,3398,0,0,"2013-02-24","2013-12-28",66.1428571428571,485.428571428571,156
7256,"2012-09-21","control","NY",NA,NA,"They call me Mister Tibbs!",5,17483,0,0,"2013-01-22","2013-12-05",88,3496.6,123
7257,"2012-09-21","enrolled",NA,"D",NA,NA,31,133778,13130,10000,"2012-10-01","2013-12-21",14.7096774193548,4315.41935483871,10
7258,"2012-09-21","enrolled",NA,"C","young",NA,3,7247,720,0,"2013-04-25","2013-12-14",149.666666666667,2415.66666666667,216
7259,"2012-09-21","enrolled",NA,NA,NA,"A census taker once tried to test me. I ate his liver with some fava beans and a nice Chianti.",5,10024,970,0,"2012-10-27","2013-12-13",89.6,2004.8,36
7260,"2012-09-21","control","NY","C",NA,NA,6,7088,0,0,"2012-10-03","2013-07-30",52,1181.33333333333,12
7261,"2012-09-21","control",NA,"D","oldish","A census taker once tried to test me. I ate his liver with some fava beans and a nice Chianti.",30,80994,0,0,"2012-09-25","2013-12-12",14.9,2699.8,4
7262,"2012-09-21","enrolled","SF",NA,"young",NA,2,1671,160,0,"2012-11-30","2013-05-26",123.5,835.5,70
7263,"2012-09-21","control",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
7264,"2012-09-21","control",NA,"C","young",NA,62,171358,0,0,"2012-09-22","2013-12-30",7.5,2763.83870967742,1
7265,"2012-09-21","control",NA,"C","oldish","I have always depended on the kindness of strangers.",41,87514,0,0,"2012-10-30","2013-12-30",11.3414634146341,2134.48780487805,39
7266,"2012-09-21","enrolled","SF","A",NA,"Today, I consider myself the luckiest man on the face of the earth.",27,27231,2600,0,"2012-10-18","2013-12-16",16.7037037037037,1008.55555555556,27
7267,"2012-09-22","enrolled",NA,"B","wise",NA,0,0,0,0,NA,NA,NA,NA,NA
7268,"2012-09-22","control","NY","B",NA,NA,41,85788,0,0,"2012-09-30","2013-12-23",11.1463414634146,2092.39024390244,8
7269,"2012-09-22","enrolled",NA,"B","wise",NA,5,6235,610,0,"2012-12-09","2013-10-03",75.2,1247,78
7270,"2012-09-22","enrolled","SF",NA,NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
7271,"2012-09-22","control","NY",NA,"oldish",NA,4,6728,0,0,"2012-12-11","2013-10-29",100.5,1682,80
7272,"2012-09-22","control",NA,NA,"oldish",NA,61,317059,0,0,"2012-09-26","2013-12-16",7.37704918032787,5197.68852459016,4
7273,"2012-09-22","enrolled","LA","D",NA,"Listen to them.  Children of the night.  What music they make.",1,2282,220,0,"2012-11-05","2012-11-05",44,2282,44
7274,"2012-09-22","control",NA,"A",NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
7275,"2012-09-22","enrolled","LA",NA,"oldish","Fasten your seatbelts. It's going to be a bumpy night.",4,15977,1590,0,"2013-04-30","2013-10-17",97.5,3994.25,220
7276,"2012-09-22","control","NY",NA,NA,"Soylent Green is people!",13,34452,0,0,"2012-09-27","2013-11-17",32.3846153846154,2650.15384615385,5
7277,"2012-09-22","enrolled",NA,"A",NA,"Say ""hello"" to my little friend!",4,12390,1220,0,"2012-11-22","2013-09-29",93,3097.5,61
7278,"2012-09-22","control","SF",NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
7279,"2012-09-22","enrolled",NA,"B",NA,NA,4,14112,1400,0,"2012-12-07","2013-02-21",38,3528,76
